contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
"45000","غرفة و صالة","","وحدة","Residential","CNT1375441740","1bed room+Hall","","سكني","326","Person","2021-03-01","2022-02-28","Healthcare City Metro Station","2","1","1","Dubai Mall","محطة مترو مدينة الرعاية الصحية","Unit","1","مول دبي","0","45000","New","Flat","0","","جديد","شقه","Dubai International Airport","Um Hurair Second","2025-12-11 23:26:31","مطار دبي الدولي","842","ام هرير الثانيه","null","109","شخص","","1"
"320000","اربعة غرف و صالة","","فيلا","Residential","CRT150646166","4 bed rooms+hall","","سكني","350","","2013-08-08","2014-08-07","Marina Mall Metro Station","4","1","1","Marina Mall","محطة مترو مارينا مول","Villa","4","مارينا مول","null","320000","New","Villa","1","Jumeirah Islands","جديد","فيلا","Sports City Swimming Academy","Al Thanyah Fifth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","841","الثنيه الخامسة","null","818","","جزر جميرا","1"
"150000","ثلاثة غرفة و صالة","REEM-MIRA COMMUNITY PH 3","فيلا","Residential","CNT2128815690","3 bed rooms+hall","مجمع ريم ميرا بي أتش 3","سكني","506","Person","2025-01-10","2026-01-09","","4","1","1","","","Villa","3","","0","150000","New","Villa","1","","جديد","فيلا","Dubai Cycling Course","Al Yelayiss 1","2025-12-11 23:26:31","دورة دبي للدراجات","841","اليلايس 1","1824","201","شخص","","1"
"15000","مكتب","","وحدة افتراضية","Commercial","CNT2109648966","Office","","تجاري","319","Authority","2024-03-07","2025-03-06","Creek Metro Station","5","1","1","City Centre Mirdif","محطة مترو الخور","Virtual Unit","422","سيتي سنتر مردف","1","15000","New","Office","0","","جديد","مكتب","Dubai International Airport","Ras Al Khor Industrial Second","2025-12-11 23:26:31","مطار دبي الدولي","2","راس الخور الصناعيه الثانيه","null","null","جهة","","1"
"100000","ثلاثة غرفة و صالة"," DAMAC HILLS (2)  - SANCTNARY","فيلا","Residential","CRT2131274246","3 bed rooms+hall","  داماك هيلز (2) - سانكتنري","سكني","505","Authority","2025-06-01","2026-05-31","","4","1","1","","","Villa","3","","1","100000","Renew","Villa","1","DAMAC HILLS 2","تجديد","فيلا","","Madinat Hind 4","2025-12-11 23:26:31","","841","مدينة هند 4","1640","175","جهة","داماك هيليز 2","2"
"38000","غرفتين و صالة","","وحدة","Residential","CNT1544435542","2 bed rooms+hall","","سكني","362","Person","2021-09-05","2022-10-04","Salah Al Din Metro Station","2","1","1","Dubai Mall","محطة مترو صلاح الدين","Unit","2","مول دبي","0","35077","New","Flat","0","","جديد","شقه","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","842","نايف","null","65","شخص","","1"
"66000","محل","","وحدة","Commercial","CNT1978266513","Shop","","تجاري","271","Authority","2022-09-01","2023-08-31","Oud Metha Metro Station","2","1","1","Dubai Mall","محطة مترو عود ميثاء","Unit","421","مول دبي","1","66000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Al Karama","2025-12-11 23:26:31","مطار دبي الدولي","1","الكرامه","null","56","جهة","","2"
"55000","محل","","وحدة","Commercial","CNT4882767","Shop","","تجاري","232","Authority","2012-08-01","2013-07-31","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","421","سيتي سنتر مردف","1","55000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Mirdif","2025-12-11 23:26:31","مطار دبي الدولي","1","مردف","null","30","جهة","","2"
"105000","غرفتين و صالة","","وحدة","Residential","CNT2108872364","2 bed rooms+hall","","سكني","441","Person","2023-12-11","2024-12-10","Dubai Internet City","2","1","1","Marina Mall","مدينة دبي للإنترنت","Unit","2","مارينا مول","0","105000","New","Flat","1","Jumeirah Village Circle","جديد","شقه","Sports City Swimming Academy","Al Barsha South Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","البرشاء جنوب الرابعة","null","168","شخص","قرية جميرا الدائرية","1"
"49000","ثلاثة غرفة و صالة","","وحدة","Residential","CNT1152763209","3 bed rooms+hall","","سكني","269","Person","2020-01-01","2020-12-31","Burjuman Metro Station","2","1","1","Dubai Mall","محطة مترو برجمان","Unit","3","مول دبي","0","49000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Al Hamriya","2025-12-11 23:26:31","مطار دبي الدولي","842","الحمريه","null","97","شخص","","2"
"12870","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT2133593825","Room in labor Camp","","سكني","372","Authority","2024-04-01","2024-12-31","First Abu Dhabi Bank Metro Station","5","13","10","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","12","مول الإمارات","1","17160","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثانيه","null","null","جهة","","1"
"43050","غرفة و صالة","","وحدة","Residential","CNT175876484","1bed room+Hall","","سكني","355","Person","2013-11-15","2014-11-14","STADIUM Metro Station","2","1","1","City Centre Mirdif","محطة مترو الاستاد","Unit","1","سيتي سنتر مردف","0","43050","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Nahda First","2025-12-11 23:26:31","مطار دبي الدولي","842","النهده الاولى","null","92","شخص","","1"
"135000","مكتب","OPAL TOWER","وحدة","Commercial","CRT560343656","Office","برج اوبال","تجاري","526","Authority","2017-02-05","2018-02-04","Business Bay Metro Station","2","1","1","Dubai Mall","محطة مترو الخليج التجاري","Unit","422","مول دبي","1","135000","New","Office","1","Business Bay","جديد","مكتب","Downtown Dubai","Business Bay","2025-12-11 23:26:31","وسط مدينة دبي","2","الخليج التجارى","487","139","جهة","الخليج التجاري","1"
"143000","مستودع","","وحدة","Commercial","CNT285706539","Warehouse","","تجاري","247","Authority","2015-01-01","2015-12-31","Abu Baker Al Siddique Metro Station","2","1","1","City Centre Mirdif","محطة مترو أبو بكر الصديق","Unit","13","سيتي سنتر مردف","1","143000","Renew","Warehouse","0","","تجديد","مستودع","Dubai International Airport","Al Khabeesi","2025-12-11 23:26:31","مطار دبي الدولي","7","الخبيصى","null","387","جهة","","2"
"39270","غرفتين و صالة","ELASH","وحدة","Residential","CNT2092574142","2 bed rooms+hall","إلاش","سكني","483","Person","2023-10-01","2024-09-30","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","39270","Renew","Flat","1","International City Phase 3","تجديد","شقه","","Warsan Fourth","2025-12-11 23:26:31","","842","ورسان الرابعة","656","87","شخص","المدينة العالمية - المرحلة الثالثة","2"
"52500","غرفتين و صالة","SEASONS COMMUNITY- AUTUMN","وحدة","Residential","CRT387312726","2 bed rooms+hall","سيزون كومينتي - الخريف","سكني","441","","2016-01-01","2016-12-31","Dubai Internet City","2","1","1","Marina Mall","مدينة دبي للإنترنت","Unit","2","مارينا مول","null","52500","Renew","Flat","1","Jumeirah Village Circle","تجديد","شقه","Sports City Swimming Academy","Al Barsha South Fourth","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","البرشاء جنوب الرابعة","142","131","","قرية جميرا الدائرية","2"
"198000","غرفه سكن عمال","","وحدة","Residential","CNT1526218919","Room in labor Camp","","سكني","372","Authority","2021-06-05","2022-06-04","Noor Bank Metro Station","2","10","9","Mall of the Emirates","محطة مترو نور بنك","Unit","12","مول الإمارات","1","198000","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثانيه","null","21","جهة","","1"
"25000","محل","","وحدة","Commercial","CRT253889116","Shop","","تجاري","367","","2014-10-15","2015-10-14","Al Fahidi Metro Station","2","1","1","Dubai Mall","محطة مترو الفهيدي","Unit","421","مول دبي","null","25000","New","Shop","0","","جديد","محل","Dubai International Airport","Al Suq Al Kabeer","2025-12-11 23:26:31","مطار دبي الدولي","1","السوق الكبير","null","null","","","1"
"85000","غرفتين و صالة","","وحدة","Residential","CNT622721274","2 bed rooms+hall","","سكني","443","Person","2017-04-27","2018-04-26","Dubai Internet City","2","1","1","Mall of the Emirates","مدينة دبي للإنترنت","Unit","2","مول الإمارات","0","85000","Renew","Flat","1","Barsha Heights","تجديد","شقه","Burj Al Arab","Al Thanyah First","2025-12-11 23:26:31","برج العرب","842","الثنيه الأولى","null","79","شخص","مرتفعات برشا","2"
"49000","غرفة و صالة","","وحدة","Residential","CNT1044070821","1bed room+Hall","","سكني","368","Person","2019-06-10","2020-06-09","Sharaf Dg Metro Station","2","1","1","Mall of the Emirates","محطة مترو شرف دي جي","Unit","1","مول الإمارات","0","49000","Renew","Flat","0","","تجديد","شقه","Burj Al Arab","Al Barsha First","2025-12-11 23:26:31","برج العرب","842","البرشاء الاولى","null","61","شخص","","2"
"52000","غرفتين و صالة","","وحدة","Residential","CNT1849733439","2 bed rooms+hall","","سكني","305","Person","2022-02-01","2023-02-28","Al Nahda Metro Station","2","1","1","City Centre Mirdif","محطة مترو النهضة","Unit","2","سيتي سنتر مردف","0","52000","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","AL QUSAIS","2025-12-11 23:26:31","مطار دبي الدولي","842","القصيص","null","62","شخص","","2"
"180000","مكتب","SWISS TOWER","وحدة","Commercial","CRT857501536","Office"," سويس تاور","تجاري","350","Authority","2018-09-20","2019-09-19","Damac Properties","2","2","2","Marina Mall","عقارات داماك","Unit","422","مارينا مول","1","180000","Renew","Office","1","Jumeirah Lakes Towers","تجديد","مكتب","Burj Al Arab","Al Thanyah Fifth","2025-12-11 23:26:31","برج العرب","2","الثنيه الخامسة","347","133","جهة"," ابراج بحيرات الجميرا","2"
"96000","ثلاثة غرفة و صالة","","وحدة","Residential","CNT1018267250","3 bed rooms+hall","","سكني","341","Person","2019-04-17","2020-04-16","Emirates Towers Metro Station","2","1","1","Dubai Mall","محطة مترو أبراج الإمارات","Unit","3","مول دبي","0","96000","New","Flat","0","","جديد","شقه","Burj Khalifa","Trade Center First","2025-12-11 23:26:31","برج خليفة","842","المركز التجارى الاولى","null","143","شخص","","1"
"52000","غرفة و صالة","","وحدة","Residential","CNT2105561253","1bed room+Hall","","سكني","484","Person","2023-10-01","2024-09-29","","2","1","1","","","Unit","1","","0","52145","Renew","Flat","1","Silicon Oasis","تجديد","شقه","IMG World Adventures","Nadd Hessa","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","ند حصة","null","97","شخص","واحة السيليكون","2"
"2060280","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT2133348531","Room in labor Camp","","سكني","372","Authority","2025-03-15","2026-03-14","Noor Bank Metro Station","5","194","1","Mall of the Emirates","محطة مترو نور بنك","Virtual Unit","12","مول الإمارات","1","2060280","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الثانيه","null","null","جهة","","1"
"50000","مكتب","BAYSWATER","وحدة","Commercial","CRT219429686","Office","بايس وتر","تجاري","526","","2014-05-01","2015-04-30","Business Bay Metro Station","2","1","1","Dubai Mall","محطة مترو الخليج التجاري","Unit","422","مول دبي","null","50000","New","Office","1","Business Bay","جديد","مكتب","Downtown Dubai","Business Bay","2025-12-11 23:26:31","وسط مدينة دبي","2","الخليج التجارى","1175","140","","الخليج التجاري","1"
"1392000","غرفة و صالة","","وحدة","Residential","CRT230841486","1bed room+Hall","","سكني","459","Authority","2013-10-01","2014-09-30","","2","145","133","","","Unit","1","","1","1392000","New","Flat","1","Dubai Investment Park Second","جديد","شقه","Expo 2020 Site","Dubai Investment Park Second","2025-12-11 23:26:31","موقع إكسبو 2020","842","مجمع دبي للاستثمار الثاني","null","16","جهة","مجمع دبي للاستثمار الثاني","1"
