procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
"Mortgage Registration","REEM-MIRA COMMUNITY PH 2","null","2900000","Residential","1","13","4","305.15","تسجيل رهن","2025-04-25","مجمع ريم ميرا بي أتش21","null","سكني","506","4","null","0","9503.52","رهون","null","0","null","1","2","Mortgages","null","2-13-2025-11047","ثلاث غرف","null","Villa","null","Dubai Cycling Course","3 B/R","Al Yelayiss 1","فيلا","2","2026-02-26 10:09:51","دورة دبي للدراجات","اليلايس 1","Existing Properties","Villa","1793","null","العقارات القائمة","فيلا","null"
"Sell - Pre registration","Reportage Village 1 ","null","1198253","Residential","0","102","4","88","بيع - تسجيل مبدئى","2024-12-24","ريبورتاج فيلدج 1","null","سكني","463","4","null","0","13616.51","مبايعات","null","0","null","1","1","Sales","null","1-102-2024-107822","غرفتين","null","Villa","null","Hamdan Sports Complex","2 B/R","Wadi Al Safa 7","فيلا","1","2026-02-26 10:09:51","مجمع حمدان الرياضي","وادي الصفا 7","Off-Plan Properties","Villa","2784","null","على الخارطة","فيلا","null"
"Sell - Pre registration","Burj Crown","برج كراون","1792888","Residential","0","102","60","92.39","بيع - تسجيل مبدئى","2020-09-28","برج كراون","Burj Crown","سكني","390","3","Buj Khalifa Dubai Mall Metro Station","1","19405.65","مبايعات","Dubai Mall","0","محطة مترو بوج خليفة دبي مول","1","1","Sales","مول دبي","1-102-2020-12136","غرفتين","null","Unit","DownTown Dubai","Burj Khalifa","2 B/R","Burj Khalifa","وحدة","1","2026-02-26 10:09:51","برج خليفة","برج خليفة","Off-Plan Properties","Flat","2201","null","على الخارطة","شقه سكنيه","داون تاون دبي"
"Sell - Pre registration","Vincitore Dolce Vita","فينسيتور دولشي فيتا ريزيدنس","550000","Residential","0","102","60","40.7","بيع - تسجيل مبدئى","2024-11-25","فينسيتور دولشي فيتا","Vincitore DolceVita Residence","سكني","409","3","Sharaf Dg Metro Station","1","13513.51","مبايعات","Mall of the Emirates","0","محطة مترو شرف دي جي","1","1","Sales","مول الإمارات","1-102-2024-99288","استوديو","null","Unit","Arjan","Motor City","Studio","Al Barshaa South Third","وحدة","1","2026-02-26 10:09:51","موتور سيتي","البرشاء جنوب الثالثة","Off-Plan Properties","Flat","2669","null","على الخارطة","شقه سكنيه","أرجان"
"Sell - Pre registration","AYKON CITY ","أيكون سيتي ? تاور بي","1367000","Hospitality ","0","102","101","64.61","بيع - تسجيل مبدئى","2022-07-25","مدينة أيكون","AYKON CITY-TOWER B","ضيافة","526","3","Business Bay Metro Station","1","21157.72","مبايعات","Dubai Mall","0","محطة مترو الخليج التجاري","2","1","Sales","مول دبي","1-102-2022-20322","غرفة","null","Unit","null","Downtown Dubai","1 B/R","Business Bay","وحدة","1","2026-02-26 10:09:51","وسط مدينة دبي","الخليج التجارى","Off-Plan Properties","Hotel Apartment","1726","null","على الخارطة","شقة فندقية","null"
"Sell - Pre registration","Marquis One","ماركيز ون","1403700","Residential","0","102","60","82.02","بيع - تسجيل مبدئى","2026-01-29","ماركيز وان","Marquis One","سكني","409","3","Sharaf Dg Metro Station","1","17114.12","مبايعات","Mall of the Emirates","0","محطة مترو شرف دي جي","1","1","Sales","مول الإمارات","1-102-2026-10166","غرفة","null","Unit","Arjan","Motor City","1 B/R","Al Barshaa South Third","وحدة","1","2026-02-26 10:09:51","موتور سيتي","البرشاء جنوب الثالثة","Off-Plan Properties","Flat","3702","null","على الخارطة","شقه سكنيه","أرجان"
"Lease to Own Registration","null","8 بوليفارد واك","963910","Residential","1","110","60","151.8","تسجيل إيجارة تنتهى بالتملك","2011-02-14","null","8 BLVD WALK","سكني","390","3","Business Bay Metro Station","1","6349.87","رهون","Dubai Mall","4","محطة مترو الخليج التجاري","2","2","Mortgages","مول دبي","2-110-2011-353","غرفتين","6349.87","Unit","DownTown Dubai","Downtown Dubai","2 B/R","Burj Khalifa","وحدة","2","2026-02-26 10:09:51","وسط مدينة دبي","برج خليفة","Existing Properties","Flat","null","963910","العقارات القائمة","شقه سكنيه","داون تاون دبي"
"Sell - Pre registration","Azizi Mina","AZIZI MINA","2195760","Hospitality ","0","102","101","85.8","بيع - تسجيل مبدئى","2021-06-01","عزيزي مينا","AZIZI MINA","ضيافة","410","3","Al Sufouh","1","25591.61","مبايعات","Mall of the Emirates","0","الصفوح","1","1","Sales","مول الإمارات","1-102-2021-7828","غرفة","null","Unit","Palm Jumeirah","Burj Al Arab","1 B/R","Palm Jumeirah","وحدة","1","2026-02-26 10:09:51","برج العرب","نخلة جميرا","Off-Plan Properties","Hotel Apartment","1771","null","على الخارطة","شقة فندقية","نخلة جميرا"
"Sell - Pre registration","THE RESIDENCES AT MARINA GATE 1","ذا ريزيدنسز ات مارينا جيت 1","1740625","Residential","0","102","60","83.87","بيع - تسجيل مبدئى","2014-09-08","ذا ريزيدنسز ات مارينا جيت 1","THE RESIDENCES AT MARINA GATE 1","سكني","330","3","Marina Towers","1","20753.85","مبايعات","Marina Mall","0","ابراج مارينا","2","1","Sales","مارينا مول","1-102-2014-10445","غرفة","null","Unit","Dubai Marina","Burj Al Arab","1 B/R","Marsa Dubai","وحدة","1","2026-02-26 10:09:51","برج العرب","مرسى دبي","Off-Plan Properties","Flat","1495","null","على الخارطة","شقه سكنيه","دبي مارينا"
"Sell","MIRABELLA 6","null","1200000","Residential","1","11","4","135.2","بيع","2019-11-21","ميرابيلا 6","null","سكني","441","4","Dubai Internet City","0","8875.74","مبايعات","Mall of the Emirates","0","مدينة دبي للإنترنت","1","1","Sales","مول الإمارات","1-11-2019-10711","ثلاث غرف","null","Villa","Jumeirah Village Circle","Sports City Swimming Academy","3 B/R","Al Barsha South Fourth","فيلا","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","البرشاء جنوب الرابعة","Existing Properties","Villa","1091","null","العقارات القائمة","فيلا","قرية جميرا الدائرية"
"Sell - Pre registration","DAMAC RIVERSIDE - SAGE","null","2449000","Residential","0","102","4","144.16","بيع - تسجيل مبدئى","2024-10-16","داماك ريفرسايد - سيج","null","سكني","459","4","null","0","16988.07","مبايعات","null","0","null","3","1","Sales","null","1-102-2024-86626","أربع غرف","null","Villa","null","null","4 B/R","Dubai Investment Park Second","فيلا","1","2026-02-26 10:09:51","null","مجمع دبي للاستثمار الثاني","Off-Plan Properties","Villa","3171","null","على الخارطة","فيلا","null"
"Sell","JUMEIRAH PARK ","null","8500000","Commercial","1","11","null","758.5","بيع","2024-05-21","جميرا بارك","null","تجاري","350","4","Harbour Tower","0","11206.33","مبايعات","Marina Mall","0","برج هاربور","1","1","Sales","مارينا مول","1-11-2024-17794","null","null","Villa","Jumeirah Park","Sports City Swimming Academy","null","Al Thanyah Fifth","فيلا","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الثنيه الخامسة","Existing Properties","null","1282","null","العقارات القائمة","null","جميرا بارك"
"Mortgage Registration","La-Riviera Apartments","La Riviera Apartments","300000","Residential","1","13","60","67.53","تسجيل رهن","2025-01-16","لاريفيرا ابارتمينتس","La Riviera Apartments","سكني","441","3","Dubai Internet City","1","4442.47","رهون","Marina Mall","0","مدينة دبي للإنترنت","1","2","Mortgages","مارينا مول","2-13-2025-1129","غرفة","null","Unit","Jumeirah Village Circle","Sports City Swimming Academy","1 B/R","Al Barsha South Fourth","وحدة","2","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","البرشاء جنوب الرابعة","Existing Properties","Flat","1809","null","العقارات القائمة","شقه سكنيه","قرية جميرا الدائرية"
"Sell","null","null","7000000","Commercial","1","11","null","622.37","بيع","2009-05-25","null","null","تجاري","410","4","Mina Seyahi","0","11247.33","مبايعات","Marina Mall","0","مينا السياحي","2","1","Sales","مارينا مول","1-11-2009-957","null","null","Villa","Palm Jumeirah","Burj Al Arab","null","Palm Jumeirah","فيلا","1","2026-02-26 10:09:51","برج العرب","نخلة جميرا","Existing Properties","null","null","null","العقارات القائمة","null","نخلة جميرا"
"Sell","THE DIAMOND","ذا دايموند","408300","Residential","1","11","60","63.21","بيع","2023-05-03","دايموند","The Diamond","سكني","435","3","Nakheel Metro Station","1","6459.42","مبايعات","Marina Mall","0","محطة مترو النخيل","1","1","Sales","مارينا مول","1-11-2023-12885","غرفة","null","Unit","Dubai Sports City","Sports City Swimming Academy","1 B/R","Al Hebiah Fourth","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الحبيه الرابعة","Existing Properties","Flat","139","null","العقارات القائمة","شقه سكنيه","مدينة دبي الرياضية"
"Sell - Pre registration","South Square","S4 - ساوث سكوير","1150000","Residential","0","102","60","70.2","بيع - تسجيل مبدئى","2025-09-08","ساوث سكوير","SOUTH SQUARE - S4","سكني","462","3","null","1","16381.77","مبايعات","null","0","null","1","1","Sales","null","1-102-2025-85452","غرفة","null","Unit","Dubai World Central","null","1 B/R","Madinat Al Mataar","وحدة","1","2026-02-26 10:09:51","null","مدينة المطار","Off-Plan Properties","Flat","3711","null","على الخارطة","شقه سكنيه","دبي ورلد سنترال"
"Sell - Pre registration","Vida Residences Dubai Hills Estate","فيدا رزيدنسز دبي هيلز استيت","4462888","Residential","0","102","60","157.96","بيع - تسجيل مبدئى","2024-05-13","فيدا رزيدنسزدبي هيلز استيت","Vida Residences Dubai Hills Estate","سكني","482","3","null","1","28253.28","مبايعات","null","0","null","1","1","Sales","null","1-102-2024-30962","ثلاث غرف","null","Unit","Dubai Hills Estate","null","3 B/R","Hadaeq Sheikh Mohammed Bin Rashid","وحدة","1","2026-02-26 10:09:51","null","حدائق الشيخ محمد بن راشد","Off-Plan Properties","Flat","2795","null","على الخارطة","شقه سكنيه"," دبي هيلز استيت "
"Mortgage Registration","DAMAC HILLS (2) - JANUSIA ","null","1041250","Residential","1","13","null","133.4","تسجيل رهن","2024-04-02","داماك هيلز ( 2 ) - جانوسيا","null","سكني","505","1","null","0","7805.47","رهون","null","0","null","1","1","Mortgages","null","2-13-2024-6956","null","null","Land","DAMAC HILLS 2","null","null","Madinat Hind 4","أرض","2","2026-02-26 10:09:51","null","مدينة هند 4","Existing Properties","null","1621","null","العقارات القائمة","null","داماك هيليز 2"
"Sell - Pre registration","Collective","كولكتيف تووير 2","720888","Residential","0","102","60","55.86","بيع - تسجيل مبدئى","2019-02-12","كولكتيف","Collective Tower 2","سكني","482","3","First Abu Dhabi Bank Metro Station","1","12905.26","مبايعات","Mall of the Emirates","0","محطة مترو بنك أبوظبي الأول","1","1","Sales","مول الإمارات","1-102-2019-1823","غرفة","null","Unit","Dubai Hills Estate","Motor City","1 B/R","Hadaeq Sheikh Mohammed Bin Rashid","وحدة","1","2026-02-26 10:09:51","موتور سيتي","حدائق الشيخ محمد بن راشد","Off-Plan Properties","Flat","2047","null","على الخارطة","شقه سكنيه"," دبي هيلز استيت "
"Sell - Pre registration","TOWN SQUARE ZAHRA","تاون سكوير زهرة 1A","755888","Residential","0","102","60","86.37","بيع - تسجيل مبدئى","2016-02-08","تاون سكوير الزهراء","Town Square Zahra 1A","سكني","507","3","null","1","8751.74","مبايعات","null","0","null","2","1","Sales","null","1-102-2015-15424","غرفتين","null","Unit","TOWN SQUARE","Dubai Cycling Course","2 B/R","Al Yelayiss 2","وحدة","1","2026-02-26 10:09:51","دورة دبي للدراجات","اليلايس 2","Off-Plan Properties","Flat","1637","null","على الخارطة","شقه سكنيه","تاون سكوير"
"Delayed Mortgage","null","ميسكا 2","1208599","Residential","1","190","60","86.49","رهن بيع مبدئى","2010-10-05","null","MISKA 2","سكني","390","3","Buj Khalifa Dubai Mall Metro Station","1","13973.86","رهون","Dubai Mall","0","محطة مترو بوج خليفة دبي مول","1","1","Mortgages","مول دبي","2-190-2010-184","غرفة","null","Unit","DownTown Dubai","Downtown Dubai","1 B/R","Burj Khalifa","وحدة","2","2026-02-26 10:09:51","وسط مدينة دبي","برج خليفة","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","داون تاون دبي"
"Sell","null","null","1410000","Residential","1","11","null","1393.55","بيع","2004-04-07","null","null","سكني","232","4","Rashidiya Metro Station","0","1011.8","مبايعات","City Centre Mirdif","0","محطة مترو الراشدية","1","1","Sales","سيتي سنتر مردف","1-11-2004-722","null","null","Villa","null","Dubai International Airport","null","Mirdif","فيلا","1","2026-02-26 10:09:51","مطار دبي الدولي","مردف","Existing Properties","null","null","null","العقارات القائمة","null","null"
"Sell","null","ميد 65","1095700","Residential","1","11","60","90","بيع","2009-06-30","null","MED 65","سكني","284","3","Harbour Tower","0","12174.44","مبايعات","Ibn-e-Battuta Mall","0","برج هاربور","1","1","Sales","ابن بطوطة مول","1-11-2009-213588","غرفة","null","Unit","Discovery Gardens","Sports City Swimming Academy","1 B/R","Jabal Ali","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","جبل على","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","الحدائق المكتشفة"
"Sell","null","null","3160262","Commercial","1","11","null","507.52","بيع","2017-05-15","null","null","تجاري","484","4","null","0","6226.87","مبايعات","City Centre Mirdif","0","null","1","1","Sales","سيتي سنتر مردف","1-11-2017-6680","null","null","Villa","Silicon Oasis","IMG World Adventures","null","Nadd Hessa","فيلا","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","ند حصة","Existing Properties","null","null","null","العقارات القائمة","null","واحة السيليكون"
"Mortgage Registration","DAMAC HILLS - GOLF HORIZON ","داماك هيلز - جولف هورايزن - تاور أي","1636000","Residential","1","13","60","144.28","تسجيل رهن","2017-12-25","داماك هيلز - جولف هورايزون","DAMAC HILLS - GOLF HORIZON - TOWER A","سكني","523","3","null","1","11339.06","رهون","null","0","null","1","1","Mortgages","null","2-13-2017-10851","غرفتين","null","Unit","DAMAC HILLS","Motor City","2 B/R","Al Hebiah Third","وحدة","2","2026-02-26 10:09:51","موتور سيتي","الحبية الثالثة","Existing Properties","Flat","1363","null","العقارات القائمة","شقه سكنيه","داماك هيليز"
"Sell - Pre registration","Oasiz 2 by Danube","أويسز 2 من دانوب","946000","Residential","0","102","60","51.23","بيع - تسجيل مبدئى","2025-01-06","أويسز 2 من دانوب","OASIZ 2 by Danube","سكني","484","3","null","1","18465.74","مبايعات","null","0","null","1","1","Sales","null","1-102-2025-241","غرفة","null","Unit","Silicon Oasis","IMG World Adventures","1 B/R","Nadd Hessa","وحدة","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","ند حصة","Off-Plan Properties","Flat","3260","null","على الخارطة","شقه سكنيه","واحة السيليكون"
"Sell","null","الرمال 4","599000","Residential","1","11","60","129.65","بيع","2007-12-24","null","Rimal 4","سكني","330","3","Jumeirah Beach Residency","1","4620.13","مبايعات","Marina Mall","0","مساكن شاطئ جميرا","1","1","Sales","مارينا مول","1-11-2007-202188","غرفتين","null","Unit","Jumeriah Beach Residence  - JBR","Burj Al Arab","2 B/R","Marsa Dubai","وحدة","1","2026-02-26 10:09:51","برج العرب","مرسى دبي","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","جميرا بيتش ريزيدنس  - الجيه بي آر "
"Delayed Sell","THE ONE","THE ONE","1162000","Hospitality ","1","41","112","35.72","بيع مبدئى","2024-11-12","الواحد","THE ONE","ضيافة","441","3","Nakheel Metro Station","1","32530.8","مبايعات","Marina Mall","0","محطة مترو النخيل","1","1","Sales","مارينا مول","1-41-2024-22510","استوديو","null","Unit","Jumeirah Village Circle","Sports City Swimming Academy","Studio","Al Barsha South Fourth","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","البرشاء جنوب الرابعة","Existing Properties","Hotel Rooms","1666","null","العقارات القائمة","غرفة فندقية","قرية جميرا الدائرية"
