Quarter,الشهر,الربع السنوي,Description,Item_id2,HeaderField_Id,Title,العنوان,Quarter_Number,Month,Type,الوصف,Year,Value,Month_Number,Item_id,النوع
"Fourth Quarter","ديسمبر","الربع الرابع","---","370480","8902","Number","العدد","4","December","Public Buildings","إضافات وتعديلات","2020","246","12","6720","مباني عامة"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370480","8903","Number","العدد","4","December","Public Buildings","بناء جديد","2020","8","12","6720","مباني عامة"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","4","December","Public Buildings","إضافات وتعديلات","2020","6536.24","12","6721","مباني عامة"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","4","December","Public Buildings","بناء جديد","2020","15231.75","12","6721","مباني عامة"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370481","8902","Number","العدد","4","December","Multi-Storey Buildings","إضافات وتعديلات","2020","207","12","6722","مباني متعددة الطوابق"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370481","8903","Number","العدد","4","December","Multi-Storey Buildings","بناء جديد","2020","5","12","6722","مباني متعددة الطوابق"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","4","December","Multi-Storey Buildings","إضافات وتعديلات","2020","1462.87","12","6723","مباني متعددة الطوابق"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","4","December","Multi-Storey Buildings","بناء جديد","2020","3728.18","12","6723","مباني متعددة الطوابق"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8902","Number","العدد","4","December","Floor Area Ratio Buildings","إضافات وتعديلات","2020","193","12","6724","مباني نسب طابقية"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8903","Number","العدد","4","December","Floor Area Ratio Buildings","بناء جديد","2020","0","12","6724","مباني نسب طابقية"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","4","December","Floor Area Ratio Buildings","إضافات وتعديلات","2020","286546.66","12","6725","مباني نسب طابقية"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","4","December","Floor Area Ratio Buildings","بناء جديد","2020","0","12","6725","مباني نسب طابقية"
"First Quarter","يناير","الربع الأول","---","370477","8902","Number","العدد","1","January","Private Villa","إضافات وتعديلات","2021","897","1","6714","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370477","8903","Number","العدد","1","January","Private Villa","بناء جديد","2021","161","1","6714","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Private Villa","إضافات وتعديلات","2021","17677.35","1","6715","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Private Villa","بناء جديد","2021","101175.07","1","6715","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370478","8902","Number","العدد","1","January","Investment Villa","إضافات وتعديلات","2021","103","1","6716","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370478","8903","Number","العدد","1","January","Investment Villa","بناء جديد","2021","9","1","6716","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Investment Villa","إضافات وتعديلات","2021","1683.55","1","6717","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Investment Villa","بناء جديد","2021","9323.55","1","6717","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370479","8902","Number","العدد","1","January","Industrial Buildings","إضافات وتعديلات","2021","184","1","6718","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370479","8903","Number","العدد","1","January","Industrial Buildings","بناء جديد","2021","2","1","6718","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Industrial Buildings","إضافات وتعديلات","2021","16899.73","1","6719","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Industrial Buildings","بناء جديد","2021","2276.2","1","6719","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370480","8902","Number","العدد","1","January","Public Buildings","إضافات وتعديلات","2021","223","1","6720","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370480","8903","Number","العدد","1","January","Public Buildings","بناء جديد","2021","11","1","6720","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Public Buildings","إضافات وتعديلات","2021","20528.39","1","6721","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Public Buildings","بناء جديد","2021","31692.19","1","6721","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370481","8902","Number","العدد","1","January","Multi-Storey Buildings","إضافات وتعديلات","2021","423","1","6722","مباني متعددة الطوابق"
"First Quarter","يناير","الربع الأول","---","370481","8903","Number","العدد","1","January","Multi-Storey Buildings","بناء جديد","2021","7","1","6722","مباني متعددة الطوابق"
"First Quarter","يناير","الربع الأول","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Multi-Storey Buildings","إضافات وتعديلات","2021","3843.1","1","6723","مباني متعددة الطوابق"
"First Quarter","يناير","الربع الأول","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Multi-Storey Buildings","بناء جديد","2021","244423.47","1","6723","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370477","8902","Number","العدد","1","February","Private Villa","إضافات وتعديلات","2021","832","2","6714","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370477","8903","Number","العدد","1","February","Private Villa","بناء جديد","2021","133","2","6714","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Private Villa","إضافات وتعديلات","2021","17209.89","2","6715","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Private Villa","بناء جديد","2021","77899.38","2","6715","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370478","8902","Number","العدد","1","February","Investment Villa","إضافات وتعديلات","2021","81","2","6716","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370478","8903","Number","العدد","1","February","Investment Villa","بناء جديد","2021","7","2","6716","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Investment Villa","إضافات وتعديلات","2021","383.05","2","6717","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Investment Villa","بناء جديد","2021","20677.82","2","6717","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370479","8902","Number","العدد","1","February","Industrial Buildings","إضافات وتعديلات","2021","168","2","6718","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370479","8903","Number","العدد","1","February","Industrial Buildings","بناء جديد","2021","5","2","6718","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Industrial Buildings","إضافات وتعديلات","2021","3507.85","2","6719","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Industrial Buildings","بناء جديد","2021","6945.34","2","6719","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370480","8902","Number","العدد","1","February","Public Buildings","إضافات وتعديلات","2021","205","2","6720","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370480","8903","Number","العدد","1","February","Public Buildings","بناء جديد","2021","5","2","6720","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Public Buildings","إضافات وتعديلات","2021","24149.52","2","6721","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Public Buildings","بناء جديد","2021","12986.76","2","6721","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370481","8902","Number","العدد","1","February","Multi-Storey Buildings","إضافات وتعديلات","2021","409","2","6722","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370481","8903","Number","العدد","1","February","Multi-Storey Buildings","بناء جديد","2021","20","2","6722","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Multi-Storey Buildings","إضافات وتعديلات","2021","346163.79","2","6723","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Multi-Storey Buildings","بناء جديد","2021","173531.21","2","6723","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370477","8902","Number","العدد","1","March","Private Villa","إضافات وتعديلات","2021","992","3","6714","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370477","8903","Number","العدد","1","March","Private Villa","بناء جديد","2021","150","3","6714","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Private Villa","إضافات وتعديلات","2021","18996.99","3","6715","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Private Villa","بناء جديد","2021","96780.1","3","6715","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370478","8902","Number","العدد","1","March","Investment Villa","إضافات وتعديلات","2021","90","3","6716","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370478","8903","Number","العدد","1","March","Investment Villa","بناء جديد","2021","10","3","6716","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Investment Villa","إضافات وتعديلات","2021","722.05","3","6717","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Investment Villa","بناء جديد","2021","11911.46","3","6717","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370479","8902","Number","العدد","1","March","Industrial Buildings","إضافات وتعديلات","2021","164","3","6718","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370479","8903","Number","العدد","1","March","Industrial Buildings","بناء جديد","2021","3","3","6718","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Industrial Buildings","إضافات وتعديلات","2021","4308.59","3","6719","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Industrial Buildings","بناء جديد","2021","5801.46","3","6719","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370480","8902","Number","العدد","1","March","Public Buildings","إضافات وتعديلات","2021","216","3","6720","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370480","8903","Number","العدد","1","March","Public Buildings","بناء جديد","2021","4","3","6720","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Public Buildings","إضافات وتعديلات","2021","16365.39","3","6721","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Public Buildings","بناء جديد","2021","5344.81","3","6721","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370481","8902","Number","العدد","1","March","Multi-Storey Buildings","إضافات وتعديلات","2021","478","3","6722","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370481","8903","Number","العدد","1","March","Multi-Storey Buildings","بناء جديد","2021","16","3","6722","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Multi-Storey Buildings","إضافات وتعديلات","2021","9582","3","6723","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Multi-Storey Buildings","بناء جديد","2021","178162.41","3","6723","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370477","8902","Number","العدد","2","April","Private Villa","إضافات وتعديلات","2021","733","4","6714","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370477","8903","Number","العدد","2","April","Private Villa","بناء جديد","2021","141","4","6714","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Private Villa","إضافات وتعديلات","2021","17148.92","4","6715","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Private Villa","بناء جديد","2021","83544.82","4","6715","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370478","8902","Number","العدد","2","April","Investment Villa","إضافات وتعديلات","2021","98","4","6716","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370478","8903","Number","العدد","2","April","Investment Villa","بناء جديد","2021","21","4","6716","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Investment Villa","إضافات وتعديلات","2021","2200.62","4","6717","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Investment Villa","بناء جديد","2021","16659.37","4","6717","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8902","Number","العدد","2","April","Industrial Buildings","إضافات وتعديلات","2021","178","4","6718","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8903","Number","العدد","2","April","Industrial Buildings","بناء جديد","2021","5","4","6718","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Industrial Buildings","إضافات وتعديلات","2021","1170.43","4","6719","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Industrial Buildings","بناء جديد","2021","9720.79","4","6719","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370480","8902","Number","العدد","2","April","Public Buildings","إضافات وتعديلات","2021","183","4","6720","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370480","8903","Number","العدد","2","April","Public Buildings","بناء جديد","2021","7","4","6720","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Public Buildings","إضافات وتعديلات","2021","22999.7","4","6721","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Public Buildings","بناء جديد","2021","34316.95","4","6721","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370481","8902","Number","العدد","2","April","Multi-Storey Buildings","إضافات وتعديلات","2021","367","4","6722","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370481","8903","Number","العدد","2","April","Multi-Storey Buildings","بناء جديد","2021","6","4","6722","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Multi-Storey Buildings","إضافات وتعديلات","2021","65047.9","4","6723","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Multi-Storey Buildings","بناء جديد","2021","339042.55","4","6723","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370477","8902","Number","العدد","2","May","Private Villa","إضافات وتعديلات","2021","729","5","6714","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370477","8903","Number","العدد","2","May","Private Villa","بناء جديد","2021","126","5","6714","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Private Villa","إضافات وتعديلات","2021","8705.79","5","6715","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Private Villa","بناء جديد","2021","82349.44","5","6715","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370478","8902","Number","العدد","2","May","Investment Villa","إضافات وتعديلات","2021","127","5","6716","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370478","8903","Number","العدد","2","May","Investment Villa","بناء جديد","2021","4","5","6716","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Investment Villa","إضافات وتعديلات","2021","847.47","5","6717","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Investment Villa","بناء جديد","2021","4734.39","5","6717","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370479","8902","Number","العدد","2","May","Industrial Buildings","إضافات وتعديلات","2021","170","5","6718","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370479","8903","Number","العدد","2","May","Industrial Buildings","بناء جديد","2021","6","5","6718","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Industrial Buildings","إضافات وتعديلات","2021","6008.96","5","6719","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Industrial Buildings","بناء جديد","2021","4794.54","5","6719","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370480","8902","Number","العدد","2","May","Public Buildings","إضافات وتعديلات","2021","189","5","6720","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370480","8903","Number","العدد","2","May","Public Buildings","بناء جديد","2021","6","5","6720","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Public Buildings","إضافات وتعديلات","2021","50443.09","5","6721","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Public Buildings","بناء جديد","2021","7770.71","5","6721","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370481","8902","Number","العدد","2","May","Multi-Storey Buildings","إضافات وتعديلات","2021","321","5","6722","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370481","8903","Number","العدد","2","May","Multi-Storey Buildings","بناء جديد","2021","6","5","6722","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Multi-Storey Buildings","إضافات وتعديلات","2021","32714.65","5","6723","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Multi-Storey Buildings","بناء جديد","2021","83242.92","5","6723","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370477","8902","Number","العدد","2","June","Private Villa","إضافات وتعديلات","2021","867","6","6714","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370477","8903","Number","العدد","2","June","Private Villa","بناء جديد","2021","166","6","6714","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Private Villa","إضافات وتعديلات","2021","15552.28","6","6715","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Private Villa","بناء جديد","2021","106192.51","6","6715","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370478","8902","Number","العدد","2","June","Investment Villa","إضافات وتعديلات","2021","130","6","6716","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370478","8903","Number","العدد","2","June","Investment Villa","بناء جديد","2021","5","6","6716","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Investment Villa","إضافات وتعديلات","2021","84.82","6","6717","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Investment Villa","بناء جديد","2021","8865.15","6","6717","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8902","Number","العدد","2","June","Industrial Buildings","إضافات وتعديلات","2021","192","6","6718","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8903","Number","العدد","2","June","Industrial Buildings","بناء جديد","2021","5","6","6718","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Industrial Buildings","إضافات وتعديلات","2021","12549.1","6","6719","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Industrial Buildings","بناء جديد","2021","6412.45","6","6719","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370480","8902","Number","العدد","2","June","Public Buildings","إضافات وتعديلات","2021","196","6","6720","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370480","8903","Number","العدد","2","June","Public Buildings","بناء جديد","2021","7","6","6720","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Public Buildings","إضافات وتعديلات","2021","29875.3","6","6721","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Public Buildings","بناء جديد","2021","37715.57","6","6721","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370481","8902","Number","العدد","2","June","Multi-Storey Buildings","إضافات وتعديلات","2021","440","6","6722","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370481","8903","Number","العدد","2","June","Multi-Storey Buildings","بناء جديد","2021","12","6","6722","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Multi-Storey Buildings","إضافات وتعديلات","2021","90039.87","6","6723","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Multi-Storey Buildings","بناء جديد","2021","135193.96","6","6723","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370477","8902","Number","العدد","3","July","Private Villa","إضافات وتعديلات","2021","733","7","6714","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370477","8903","Number","العدد","3","July","Private Villa","بناء جديد","2021","116","7","6714","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Private Villa","إضافات وتعديلات","2021","12348.84","7","6715","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Private Villa","بناء جديد","2021","75743.24","7","6715","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370478","8902","Number","العدد","3","July","Investment Villa","إضافات وتعديلات","2021","111","7","6716","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370478","8903","Number","العدد","3","July","Investment Villa","بناء جديد","2021","26","7","6716","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Investment Villa","إضافات وتعديلات","2021","651.67","7","6717","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Investment Villa","بناء جديد","2021","21009.13","7","6717","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8902","Number","العدد","3","July","Industrial Buildings","إضافات وتعديلات","2021","132","7","6718","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8903","Number","العدد","3","July","Industrial Buildings","بناء جديد","2021","5","7","6718","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Industrial Buildings","إضافات وتعديلات","2021","8190.4","7","6719","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Industrial Buildings","بناء جديد","2021","5473.57","7","6719","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370480","8902","Number","العدد","3","July","Public Buildings","إضافات وتعديلات","2021","183","7","6720","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370480","8903","Number","العدد","3","July","Public Buildings","بناء جديد","2021","9","7","6720","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Public Buildings","إضافات وتعديلات","2021","18679.19","7","6721","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Public Buildings","بناء جديد","2021","13433.21","7","6721","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370481","8902","Number","العدد","3","July","Multi-Storey Buildings","إضافات وتعديلات","2021","349","7","6722","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8903","Number","العدد","3","July","Multi-Storey Buildings","بناء جديد","2021","12","7","6722","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Multi-Storey Buildings","إضافات وتعديلات","2021","2206.34","7","6723","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Multi-Storey Buildings","بناء جديد","2021","176873.58","7","6723","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8902","Number","العدد","3","August","Private Villa","إضافات وتعديلات","2021","896","8","6714","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8903","Number","العدد","3","August","Private Villa","بناء جديد","2021","129","8","6714","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Private Villa","إضافات وتعديلات","2021","22742.37","8","6715","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Private Villa","بناء جديد","2021","82951.66","8","6715","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8902","Number","العدد","3","August","Investment Villa","إضافات وتعديلات","2021","91","8","6716","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8903","Number","العدد","3","August","Investment Villa","بناء جديد","2021","10","8","6716","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Investment Villa","إضافات وتعديلات","2021","458.8","8","6717","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Investment Villa","بناء جديد","2021","16337.43","8","6717","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8902","Number","العدد","3","August","Industrial Buildings","إضافات وتعديلات","2021","168","8","6718","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8903","Number","العدد","3","August","Industrial Buildings","بناء جديد","2021","3","8","6718","مباني صناعية"
