zoning_authority_ar,project_status,developer_name,master_developer_number,project_type_ar,project_classification_ar,area_id,project_name,project_end_date,escrow_agent_name,no_of_buildings,project_id,project_status_ar,developer_number,developer_id,project_start_date,project_type_id,no_of_lands,master_project_en,no_of_units,no_of_villas,project_classification_id,area_name_en,property_id,cancellation_date,zoning_authority_id,percent_completed,master_developer_id,escrow_agent_id,area_name_ar,project_number,project_description_en,master_developer_name,zoning_authority_en,completion_date,master_project_ar,project_description_ar
"بلدية دبي","ACTIVE","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","فلل","340","مدينة محمد بن راشد آل مكتوم الحي الأول غرب - المرحلة الثانية","2027-11-19","بنك دبي الاسلامي (شركة مساهمة عامة)","0","639839322","فعال","1181","53873272","2024-11-20","1","228","","0","0","2","Ghadeer Al tair","1132338372","null","1","5","53873272","1","غدير الطير","3200","Mohammed Bin Rashid Al Maktoum City -District One West ? Phase 2 will be a gated community with a Signature Crystal Lagoon as a central feature. The development consists of 229 villas following one of the 10 prototypes. There are 3 types of 4,5 & 6 bedrooms. The community will have all the necessary amenities including clubhouse, retail facilities, etc.","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","null","","N/A"
"بلدية دبي","FINISHED","شوبا ش.ذ.م.م","966","عادي","مباني","412","الجوزاء روعة","2018-10-07","بنك دبي الاسلامي (شركة مساهمة عامة)","1","29172452","منجز","1130","29166152","2016-01-20","1","0","SOBHA HARTLAND","140","0","1","Al Merkadh","504523161","null","1","100","10097270","1","المركاض","1745","Residential building with internal and external finishes, proposed to be 2B+G+8+R.","شوبا ش.ذ.م.م","Dubai Municipality","2018-10-07","شوبها هارتلاند","2B+G+8+R سكني / شقق +خدمات خارجية +خدمات داخلية "
"سلطة دبي للتطوير","FINISHED","داماك كريسنت للعقارات (ش.ذ.م.م)","954","عادي","فلل","523","داماك هيلز - ذي ترامب ايستايتس 2","2022-06-28","بنك ابوظبى التجارى","0","243319209","منجز","954","8289244","2016-09-02","1","10","DAMAC HILLS","0","0","2","Al Hebiah Third","200110698","null","2","100","8289244","5","الحبية الثالثة","2143","Project consists of a cluster of 10 freehold G+1+R villas and Townhouses located in Al Hebiah Third, Dubailand Area. The Villas are designed to have a concrete structure and block with internal and external finishes","داماك كريسنت للعقارات (ش.ذ.م.م)","Dubai Development Authority (DDA)","2022-06-28","داماك هيليز","المشروع يتكون من عدد 10 فيلا  نظام التملك الحر الفيلات تقع في منطقة الحبية الثالثة  دبي لاند  . الفلل مصممة بهيكل اسمنتي وطابوق مع تشطيبات داخلية وخارجية  G+1+R"
"بلدية دبي","NOT_STARTED","داماك ميري للاستثمار ش.ذ.م.م","1866","عادي","مباني","459","داماك ريفرسايد فيوز - مارين 3","2028-05-31","بنك أبوظبي الأول ش.م.ع.","1","677602939","تحت الانشاء","1866","591021700","2025-01-29","1","0","","276","0","1","Dubai Investment Park Second","1113228465","null","1","0","591021700","25","مجمع دبي للاستثمار الثاني","3374","Project consists of 2B+G+6+R residential building located in Dubai Investment Park second, Dubai. The building is designed to have a concrete structure and block with internal and external finishes.","داماك ميري للاستثمار ش.ذ.م.م","Dubai Municipality","null","","N/A"
"سلطة دبي للتطوير","FINISHED","دبي لاند (ش.ذ.م.م)","854","عادي","مباني","465","سفنث هفن","2020-09-08","بنك دبي التجاري (ش.م.ع)","1","11554308","منجز","670","670","2014-06-01","1","0","","223","0","1","Wadi Al Safa 3","238282599","null","2","100","854","10","وادي الصفا 3","1482","residential development project located in Wadi Alsafa Third and it consist of two buildings with common basement (2B+G+11) & (2B+G+12).The project is designed of concrete structure with internal and external finishes.  ","دبي لاند (ش.ذ.م.م)","Dubai Development Authority (DDA)","2020-09-08","","مشروع تطويري سكني في منطقة وادي الصفا الثالثة وهو عبارة عن مبنيين بسردابين مشتركين (2 سرداب + طابق ارضي + 11 طابق) و(2 سرداب + طابق ارضي + 12 طابق) والمشروع مصمم من هيكل خرساني مع التشطيبات الداخلية والخارجية"
"سلطة دبي للتطوير","ACTIVE","دبي للعقارات (ش.ذ.م.م)","850","عادي","مباني","409","ناس3","2026-02-01","مصرف الامارات الاسلامي مساهمة عامة","1","534411400","فعال","1533","467316034","2023-10-01","1","0","Arjan","288","0","1","Al Barshaa South Third","925838097","null","2","94","850","2","البرشاء جنوب الثالثة","2760","G+2P+12 ,B is water tank,284 units Residential+Retail.The project designed to have a concrete structure and block with internal and external finishes.","دبي للعقارات (ش.ذ.م.م)","Dubai Development Authority (DDA)","null","أرجان","N/A"
"بلدية دبي","FINISHED","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مباني","412","مدينة محمد بن راشد ال مكتوم الحي الأول ، المرحلة الثالثة ، ريسيدنز 21","2022-12-30","بنك دبي الاسلامي (شركة مساهمة عامة)","1","353403713","منجز","956","8370589","2021-06-01","1","0","Mohammed Bin Rashid AL Maktoum City -District -1 Community","31","0","1","Al Merkadh","1091050359","null","1","100","53873272","1","المركاض","2247","Residential building basement + ground + 4 floors + roof","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","2022-12-30"," مجمع مدينة الشيخ محمد بن راشد آل مكتوم - ديستريكت -1","مبنى  سكني سرداب + أرضي + 4 طوابق + سطح"
"سلطة دبي للتطوير","FINISHED","الاريام المرحلة الثانية ش.ذ.م.م","994","عادي","مجمع فلل","506","ريم - ميرا أويس","2020-01-19","بنك دبي الاسلامي (شركة مساهمة عامة)","0","12312948","منجز","994","11695071","2016-06-01","1","80","","0","483","3","Al Yelayiss 1","1461948151","null","2","100","11695071","1","اليلايس 1","1500","Project consist of 483 freehold townhouses located in Al Yelayiss 1, Dubai, UAE. The villas are designed to have a concrete structure and block with internal and external finishes.","الاريام المرحلة الثانية ش.ذ.م.م","Dubai Development Authority (DDA)","2019-07-30","","يتكون مشروع الاريام- واحة ميرا المرحلة  من 483  فيلا متلاقصة للتملك الحر وتقع ضمن منطقة اليلايس 1  التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجي  "
"سلطة دبي للتطوير","ACTIVE","ليوان(ش.ذ.م.م.)","1121","عادي","مباني","465","IIذا هيفين","2026-12-31","بنك دبي الاسلامي (شركة مساهمة عامة)","1","662231302","فعال","1230","164250698","2024-08-01","1","0","Majan","216","0","1","Wadi Al Safa 3","1910354603","null","2","4","27962557","1","وادي الصفا 3","3315","Development and Construction of a residential commercial project consisting of Ground Floor+Retail+13 floors of residential apartments from studios to 3 rooms","ليوان(ش.ذ.م.م.)","Dubai Development Authority (DDA)","null","ماجان","تطوير وإنشاء مشروع سكني تجاري مكون من محلات طابق ارضي و 13 طابق شقق سكنية من استديو الى 3 غرف وصالة"
"تراخيص","ACTIVE","شركة نخيل (ش.م.خ)","100","عادي","مباني","432","مساكن ايدج ووتر 2","2026-08-31","بنك ابوظبى التجارى","1","598719305","فعال","1624","507198047","2024-06-30","1","0","Palm Deira","97","0","1","Palm Deira","2103198377","null","4","13","100","5","نخلة ديرة","3011","G+2P+12TYP+R Residential Building.","شركة نخيل (ش.م.خ)","Trakhees","2026-08-31","نخلة ديرة","N/A"
"بلدية دبي","NOT_STARTED","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مجمع فلل","465","نايتس بريدج بارك 2","2027-11-15","بنك الإمارات دبي الوطني (ش.م.ع)","0","705223814","تحت الانشاء","2088","669888359","2025-04-15","1","0","Mohammed Bin Rashid AL Maktoum District 11","0","46","3","Wadi Al Safa 3","294118904","null","1","0","53873272","7","وادي الصفا 3","3491","Knightsbridge park 2, Dubai?s first climate-adaptive wellness community, presents an exclusive boutique oasis inspired by British architectural style. Nestled in the heart of Meydan District 11.    Knightsbridge will be home to 66 luxury homes, including meticulously designed 6 & 5 bedroom waterfront villas and 4 bedroom townhouses, all set amidst crystal-clear waters, lush green areas, and open skies.    This serene haven of luxury and natural beauty redefines luxury living by seamlessly integrating innovative environmental technology with timeless design, ensuring a lifestyle that harmonizes comfort and sustainability.  Discover a new era of world-class wellness, where every element is crafted to enhance well-being while adapting to Dubai?s unique climate","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","null","مدينة محمد بن راشد آل مكتوم – ديستركت 11","يقدم نايتسبريدج بارك 2، أول مجتمع صحي يتكيف مع المناخ في دبي، واحة بوتيك حصرية مستوحاة من الطراز المعماري البريطاني. يقع في قلب منطقة ميدان 11.    ستكون نايتسبريدج موطنا ل 66 منزلا فاخرا ، بما في ذلك فيلات مصممة بدقة من 6 و 5 غرف نوم على الواجهة البحرية ومنازل تاون هاوس من 4 غرف نوم ، وكلها تقع وسط المياه الصافية والمساحات الخضراء المورقة والسماء المفتوحة.    يعيد هذا الملاذ الهادئ للفخامة والجمال الطبيعي تعريف الحياة الفاخرة من خلال دمج التكنولوجيا البيئية المبتكرة بسلاسة مع التصميم الخالد ، مما يضمن أسلوب حياة ينسق بين الراحة والاستدامة.  اكتشف حقبة جديدة من الصحة العالمية ، حيث تم تصميم كل عنصر لتعزيز الرفاهية مع التكيف مع مناخ دبي الفريد"
"سلطة دبي للتطوير","FINISHED","مدينة دبي الرياضية (ش. ذ. م. م)","200","عادي","مباني","435"," برمودا فيوز","2015-09-27","بنك دبي الاسلامي (شركة مساهمة عامة)","1","616","منجز","386","386","2010-01-01","1","0","Dubai Sports City","236","0","1","Al Hebiah Fourth","637560968","null","2","100","200","1","الحبيه الرابعة","616","Freehold residential building development located in Dubai Sports City, the building is designed to have 2B+G+15+HC floors. The building is being constructed as a concrete structure with external and internal finishes. ","مدينة دبي الرياضية (ش. ذ. م. م)","Dubai Development Authority (DDA)","2015-09-27","مدينة دبي الرياضية","مشروع بناية سكنية للتملك الحر تقع في منطقة مدينة دبي الرياضية. البناية عبارة عن 2 سرداب + طابق ارضي+ 15 طابق علوي + جمنازيوم بهيكل خرساني مع انهاءاته الخارجية و الداخلية."
"تراخيص","ACTIVE","انترناشونال سيتي ( ش.ذ.م.م )","122","عادي","مباني","483","زينيث ريزيدنسز","2028-03-01","بنك المشرق (شركة مساهمة عامة)","1","747341347","فعال","2301","740963633","2025-03-01","1","0","International City Phase 3","267","0","1","Warsan Fourth","1470748377","null","4","3","122","33","ورسان الرابعة","3708","Residential Building (B+G+3P+14+Roof Floor)","انترناشونال سيتي ( ش.ذ.م.م )","Trakhees","null","المدينة العالمية - المرحلة الثالثة","مبنى سكني (B+G+3P+14+طابق السطح)  "
"سلطة دبي للتطوير","ACTIVE","ماجد الفطيم لتشغيل مشاريع المدن المتكاملة الاماراتية ش.ذ.م.م","1227","عادي","فلل","435","إليزيان مانشنس","2025-03-31","بنك الإمارات دبي الوطني (ش.م.ع)","0","171188884","فعال","1228","160608474","2018-09-01","1","97","TILAL AL GHAF","0","0","2","Al Hebiah Fourth","1413293528","null","2","80","159428374","7","الحبيه الرابعة","2054","92 x B+G+2 Villas.The project designed to have a concrete structure and block with internal and external finishes.","ماجد الفطيم لتشغيل مشاريع المدن المتكاملة الاماراتية ش.ذ.م.م","Dubai Development Authority (DDA)","2025-03-31","تلال الغاف","N/A"
